Software,RP Name,Software's Web Page,Software Documentation/Link,Example Software Use (link)
r_flexiblas,delta,https://github.com/Enchufa2/r-flexiblas,,
r_tamu,"aces, faster",https://hprc.tamu.edu/kb/Software/R/#r_tamu,https://hprc.tamu.edu/kb/Software/R-tamu/,https://hprc.tamu.edu/kb/Software/R-tamu/#example
r-acepack,expanse,,,
r-affy,expanse,,,
r-affyio,expanse,,,
r-annotate,expanse,,,
r-annotationdbi,expanse,,,
r-askpass,expanse,,,
r-assertthat,expanse,,,
r-backports,expanse,,,
r-base64,expanse,,,
r-base64enc,expanse,,,
r-beanplot,expanse,,,
r-bh,expanse,,,
r-bibtex,expanse,,,
r-biobase,expanse,,,
r-bioc,darwin,,,
r-biocgenerics,expanse,,,
r-biocmanager,expanse,,,
r-biocparallel,expanse,,,
r-biomart,expanse,,,
r-biostrings,expanse,,,
r-bit,expanse,,,
r-bit64,expanse,,,
r-bitops,expanse,,,
r-blob,expanse,,,
r-bumphunter,expanse,,,
r-bundle-bioconductor,faster,https://bioconductor.org/,https://bioconductor.org/about/,https://bioconductor.org/help/education-training/
r-cellchat,anvil,,,
r-checkmate,expanse,,,
r-cli,expanse,,,
r-clipr,expanse,,,
r-cluster,expanse,,,
r-codetools,expanse,,,
r-colorspace,expanse,,,
r-cran,darwin,,,
r-crayon,expanse,,,
r-curl,expanse,,,
r-data-table,expanse,,,
r-dbi,expanse,,,
r-delayedarray,expanse,,,
r-delayedmatrixstats,expanse,,,
r-deseq2,expanse,,,
r-digest,expanse,,,
r-doparallel,expanse,,,
r-dorng,expanse,,,
r-dplyr,expanse,,,
r-ellipsis,expanse,,,
r-evaluate,expanse,,,
r-fansi,expanse,,,
r-fdb-infiniummethylation-hg19,expanse,,,
r-foreach,expanse,,,
r-foreign,expanse,,,
r-formatr,expanse,,,
r-formula,expanse,,,
r-futile-logger,expanse,,,
r-futile-options,expanse,,,
r-genefilter,expanse,,,
r-geneplotter,expanse,,,
r-genomeinfodb,expanse,,,
r-genomeinfodbdata,expanse,,,
r-genomicalignments,expanse,,,
r-genomicfeatures,expanse,,,
r-genomicranges,expanse,,,
r-geoquery,expanse,,,
r-ggplot2,expanse,,,
r-glue,expanse,,,
r-gridbase,expanse,,,
r-gridextra,expanse,,,
r-gtable,expanse,,,
r-hdf5array,expanse,,,
r-highr,expanse,,,
r-hmisc,expanse,,,
r-hms,expanse,,,
r-htmltable,expanse,,,
r-htmltools,expanse,,,
r-htmlwidgets,expanse,,,
r-httpuv,expanse,,,
r-httr,expanse,,,
r-illuminaio,expanse,,,
r-iranges,expanse,,,
r-iterators,expanse,,,
r-jpeg,expanse,,,
r-jsonlite,expanse,,,
r-kernsmooth,expanse,,,
r-knitr,expanse,,,
r-labeling,expanse,,,
r-lambda-r,expanse,,,
r-later,expanse,,,
r-lattice,expanse,,,
r-latticeextra,expanse,,,
r-lazyeval,expanse,,,
r-limma,expanse,,,
r-locfit,expanse,,,
r-lumi,expanse,,,
r-magrittr,expanse,,,
r-maptools,expanse,,,
r-markdown,expanse,,,
r-mass,expanse,,,
r-matrix,expanse,,,
r-matrixstats,expanse,,,
r-mclust,expanse,,,
r-memoise,expanse,,,
r-methylumi,expanse,,,
r-mgcv,expanse,,,
r-mime,expanse,,,
r-minfi,expanse,,,
r-misc3d,expanse,,,
r-multtest,expanse,,,
r-munsell,expanse,,,
r-nleqslv,expanse,,,
r-nlme,expanse,,,
r-nmf,expanse,,,
r-nnet,expanse,,,
r-nor1mix,expanse,,,
r-openssl,expanse,,,
r-org-hs-eg-db,expanse,,,
r-pillar,expanse,,,
r-pkgconfig,expanse,,,
r-pkgmaker,expanse,,,
r-plogr,expanse,,,
r-plyr,expanse,,,
r-png,expanse,,,
r-preprocesscore,expanse,,,
r-prettyunits,expanse,,,
r-progress,expanse,,,
r-promises,expanse,,,
r-purrr,expanse,,,
r-quadprog,expanse,,,
r-r6,expanse,,,
r-rcolorbrewer,expanse,,,
r-rcpp,expanse,,,
r-rcpparmadillo,expanse,,,
r-rcurl,expanse,,,
r-readr,expanse,,,
r-registry,expanse,,,
r-reshape,expanse,,,
r-reshape2,expanse,,,
r-rhdf5,expanse,,,
r-rhdf5lib,expanse,,,
r-rhtslib,expanse,,,
r-rlang,expanse,,,
r-rnaseq,anvil,,,
r-rngtools,expanse,,,
r-rpart,expanse,,,
r-rsamtools,expanse,,,
r-rsqlite,expanse,,,
r-rstudio,anvil,,,
r-rstudioapi,expanse,,,
r-rtracklayer,expanse,,,
r-s4vectors,expanse,,,
r-scales,expanse,,,
r-scrime,expanse,,,
r-scrnaseq,anvil,,,
r-shiny,expanse,,,
r-siggenes,expanse,,,
r-snow,expanse,,,
r-sourcetools,expanse,,,
r-sp,expanse,,,
r-stringi,expanse,,,
r-stringr,expanse,,,
r-studio,jetstream,,,
r-studio-server,darwin,,,
r-summarizedexperiment,expanse,,,
r-survival,expanse,,,
r-sys,expanse,,,
r-tibble,expanse,,,
r-tidyr,expanse,,,
r-tidyselect,expanse,,,
r-txdb-hsapiens-ucsc-hg19-knowngene,expanse,,,
r-utf8,expanse,,,
r-vctrs,expanse,,,
r-viridis,expanse,,,
r-viridislite,expanse,,,
r-withr,expanse,,,
r-xfun,expanse,,,
r-xml,expanse,,,
r-xml2,expanse,,,
r-xtable,expanse,,,
r-xvector,expanse,,,
r-yaml,expanse,,,
r-zeallot,expanse,,,
r-zlibbioc,expanse,,,
racon,"anvil, faster",,,
ragel,faster,,,
ragout,anvil,,,
ragtag,anvil,,,
randfold,expanse,,,
rapidjson,"aces, faster",https://github.com/Tencent/rapidjson/,https://rapidjson.org/,"https://rapidjson.org/md_doc_tutorial.html , https://rapidjson.org/md_doc_pointer.html#BasicUsage , https://rapidjson.org/md_doc_schema.html#Basic , https://rapidjson.org/md_doc_faq.html "
rapids,aces,https://rapids.ai/,https://docs.rapids.ai/,"https://docs.rapids.ai/user-guide , https://docs.rapids.ai/visualization "
rapidsai,anvil,https://rapids.ai/,https://docs.rapids.ai/,"https://docs.rapids.ai/user-guide , https://docs.rapids.ai/visualization "
rapmap,anvil,,,
rasterio,faster,,,
rasusa,anvil,,,
raven-assembler,anvil,,,
raxml,"anvil, bridges-2, expanse, faster",https://cme.h-its.org/exelixis/web/software/raxml/,https://cme.h-its.org/exelixis/resource/download/NewManual.pdf,"https://cme.h-its.org/exelixis/web/software/raxml/hands_on.html , https://cme.h-its.org/exelixis/resource/doc/2011_Rokas_CPMB.pdf "
raxml-ng,"anvil, expanse, faster",https://github.com/amkozlov/raxml-ng,https://github.com/amkozlov/raxml-ng/wiki,
ray-project,"aces, faster",,,
rclone,"bridges-2, darwin, expanse, faster, ookami",https://rclone.org/,https://rclone.org/docs/,"https://rclone.org/docs/#basic-syntax , https://rclone.org/faq/ , https://www.carc.usc.edu/user-information/user-guides/data-management/transferring-files-rclone "
rdflib,"aces, faster",https://rdflib.dev/,https://rdflib.readthedocs.io/en/stable/,"https://rdflib.readthedocs.io/en/stable/gettingstarted.html , https://github.com/RDFLib/rdflib/tree/main/examples "
rdkit,aces,https://www.rdkit.org/,https://www.rdkit.org/docs/,"https://www.rdkit.org/docs/GettingStartedInPython.html , https://www.rdkit.org/docs/Cookbook.html , https://www.rdkit.org/docs/Cartridge.html#tutorial , https://github.com/rdkit/rdkit/wiki/FrequentlyAskedQuestions "
re2,"aces, faster",https://github.com/google/re2,https://github.com/google/re2/wiki/CplusplusAPI ,"https://github.com/google/re2/wiki/Glossary , http://cran.nexr.com/web/packages/re2r/vignettes/re2r-intro.html , https://github.com/google/re2/blob/main/re2/re2.h , https://support.google.com/a/answer/1371417 "
re2c,"aces, faster",https://re2c.org/,https://re2c.org/manual/manual_c.html,"https://re2c.org/manual/manual_c.html#introduction , https://re2c.org/examples/c/real_world/example_cxx98.html , https://re2c.org/manual/manual_c.html#more-examples , https://github.com/skvadrik/re2c/tree/master/examples "
readline,"delta, expanse, kyric, ookami",http://www.gnu.org/s/readline/,https://tiswww.case.edu/php/chet/readline/readline.html,"https://tiswww.case.edu/php/chet/readline/readline.html#Introduction-and-Notation , https://tiswww.case.edu/php/chet/readline/readline.html#Sample-Init-File , https://tiswww.case.edu/php/chet/readline/readline.html#A-Readline-Example , https://tiswww.case.edu/php/chet/readline/readline.html#Alternate-Interface-Example , https://tiswww.case.edu/php/chet/readline/readline.html#A-Short-Completion-Example "
readline-devel,ookami,,,
reapr,anvil,,,
rebaler,anvil,,,
reciprocal_smallest_distance,anvil,,,
recycler,anvil,,,
redis,"aces, faster",https://redis.io/,https://redis.io/docs/,"https://redis.io/docs/latest/get-started/ , https://redis.io/learn , https://redis.io/docs/latest/commands/ , https://www.tutorialspoint.com/redis/index.htm , https://www.youtube.com/watch?v=Hbt56gFj998 "
redis-py,"aces, faster",https://github.com/redis/redis-py,https://redis.readthedocs.io/en/stable/,"https://github.com/redis/redis-py#usage , https://redis.readthedocs.io/en/stable/examples.html "
reframe,aces,https://github.com/reframe-hpc/reframe,https://reframe-hpc.readthedocs.io/en/stable/,"https://reframe-hpc.readthedocs.io/en/stable/started.html , https://reframe-hpc.readthedocs.io/en/stable/tutorial.html , https://reframe-hpc.readthedocs.io/en/stable/howto.html "
regtools,anvil,,,
relion,"anvil, expanse",https://www3.mrc-lmb.cam.ac.uk/relion/index.php/Main_Page,https://relion.readthedocs.io/en/release-5.0/,"https://relion.readthedocs.io/en/release-5.0/SPA_tutorial/index.html , https://relion.readthedocs.io/en/release-5.0/STA_tutorial/index.html , https://www3.mrc-lmb.cam.ac.uk/relion/index.php/FAQs , https://www3.mrc-lmb.cam.ac.uk/relion/index.php/Recommended_procedures "
remora,stampede3,https://tacc.utexas.edu/research/tacc-research/remora/,https://docs.tacc.utexas.edu/software/remora/,https://github.com/TACC/remora/wiki/How-to-use
repeatmasker,anvil,,,
repeatmodeler,anvil,,,
repeatscout,anvil,,,
resfinder,anvil,,,
revbayes,anvil,,,
rich,bridges-2,,,
rioxarray,faster,,,
rising,aces,https://pypi.org/project/rising/,https://rising.readthedocs.io/en/stable/,"https://rising.readthedocs.io/en/stable/getting_started.html , https://rising.readthedocs.io/en/latest/tutorials.html , https://rising.readthedocs.io/en/stable/getting_started.html#rising-mnist-example-with-cpu-and-gpu-augmentation "
rlwrap,faster,,,
rmats,anvil,https://rnaseq-mats.sourceforge.io/,,
rmats2sashimiplot,anvil,,,
rnaindel,anvil,,,
rnalysis,faster,,,
rnapeg,anvil,,,
rnaquast,anvil,,,
rnaview,bridges-2,https://github.com/rcsb/RNAView,https://github.com/rcsb/RNAView/blob/master/doc/README,https://github.com/rcsb/RNAView#usage
roary,anvil,,,
rocm-cmake,faster,,,
rocm-compilersupport,faster,,,
rocm-smi,faster,,,
rocr-runtime,faster,,,
roct-thunk-interface,faster,,,
root,"aces, faster",https://root.cern/,https://root.cern/doc/v630/,"https://root.cern/primer/ , https://root.cern/doc/master/group__Tutorials.html , https://root.cern/tutorials/ , https://root.cern/topical/ "
rsem,"anvil, faster",https://deweylab.github.io/RSEM/,https://deweylab.github.io/RSEM/README.html,"https://github.com/bli25/RSEM_tutorial , https://deweylab.github.io/RSEM/README.html#example-main "
rseqc,anvil,,,
rstudio,"anvil, expanse, ookami",https://posit.co/products/open-source/rstudio/,https://docs.posit.co/ide/user/,"https://docs.posit.co/ide/user/ide/get-started/ , https://www.datacamp.com/tutorial/r-studio-tutorial , https://www.youtube.com/watch?v=aCUM4r1ONhg "
ruamel.yaml,faster,,,
ruby,"aces, faster",https://www.ruby-lang.org/en/,https://docs.ruby-lang.org/en/master/,"https://www.ruby-lang.org/en/documentation/quickstart/ , https://www.rubykoans.com/ , https://www.techotopia.com/index.php/Ruby_Essentials , https://pine.fm/LearnToProgram/chap_00.html "
run_dbcan,anvil,,,
rush,anvil,,,
rust,"aces, darwin, delta, faster, ookami",https://www.rust-lang.org/,https://doc.rust-lang.org/stable/book/,"https://doc.rust-lang.org/stable/book/ch01-00-getting-started.html , https://doc.rust-lang.org/rust-by-example/ , https://rustlings.cool/ , https://exercism.org/tracks/rust "
sage,anvil,,,
salmon,"anvil, expanse, faster",,,
sambamba,"anvil, faster",,,
samblaster,"anvil, expanse, faster",,,
samclip,anvil,,,
samplot,anvil,,,
samtools,"aces, anvil, bridges-2, expanse, faster",https://www.htslib.org/,https://www.htslib.org/doc/samtools.html,"https://www.htslib.org/doc/samtools.html#EXAMPLES , https://github.com/samtools/samtools/tree/develop/examples , https://github.com/samtools/samtools/wiki/FAQ , https://www.htslib.org/doc/#howtos "
sanitizers4hpc,delta,,,
sanitytool,stampede3,https://tacc.utexas.edu/research/tacc-research/sanity-tool/,https://github.com/siliu-tacc/sanitytool,https://docs.tacc.utexas.edu/hpc/lonestar6/#using-account-diagnostics
scafacos,"aces, faster",http://www.scafacos.de/,http://www.scafacos.de/files/pub/libfcs_manual.pdf,https://github.com/scafacos/scafacos/blob/master/examples/fmm_test.F90
scalapack,"aces, bridges-2, darwin, faster, ookami",https://www.netlib.org/scalapack/scalapack_home.html,https://www.netlib.org/scalapack/slug/,"https://netlib.org/scalapack/slug/node25.html , https://www.netlib.org/scalapack/tutorial/ , https://www.netlib.org/scalapack/examples/ "
scalasca,"aces, kyric, ookami",https://www.scalasca.org/,https://www.scalasca.org/scalasca/software/scalasca-2.x/documentation.html,"https://apps.fz-juelich.de/scalasca/releases/scalasca/2.6/docs/manual/start.html , https://apps.fz-juelich.de/scalasca/releases/scalasca/2.6/docs/manual/start_workflow.html , https://apps.fz-juelich.de/scalasca/releases/scalasca/2.6/docs/QuickReference.pdf "
scanpy,anvil,,,
scarches,anvil,,,
scgen,anvil,,,
schrodinger,faster,,,
scikit-bio,faster,,,
scikit-build,"aces, faster",https://github.com/scikit-build/scikit-build,https://scikit-build.readthedocs.io/en/latest/,"https://scikit-build.readthedocs.io/en/latest/usage.html#basic-usage , https://scikit-build.readthedocs.io/en/latest/usage.html#advanced-usage , https://scikit-build.readthedocs.io/en/latest/usage.html#example-of-setup-py-cmakelists-txt-and-pyproject-toml , https://github.com/scikit-build/scikit-build-sample-projects "
scikit-cuda,aces,https://github.com/lebedov/scikit-cuda,https://scikit-cuda.readthedocs.io/en/latest/,https://github.com/lebedov/scikit-cuda/tree/master/demos
scikit-fda,faster,,,
scikit-image,"aces, faster",https://scikit-image.org/,https://scikit-image.org/docs/stable/,"https://scikit-image.org/docs/stable/user_guide/getting_started.html , https://scikit-image.org/docs/stable/user_guide/tutorials.html , https://scikit-image.org/docs/stable/auto_examples/index.html , https://scikit-image.org/docs/stable/user_guide/ , https://datacarpentry.org/image-processing/ "
scikit-learn,"aces, faster",https://scikit-learn.org/stable/,https://scikit-learn.org/stable/user_guide.html,"https://scikit-learn.org/stable/getting_started.html , https://scikit-learn.org/stable/tutorial/index.html , https://scikit-learn.org/stable/auto_examples/index.html , https://github.com/scikit-learn/scikit-learn/wiki "
scipy,faster,https://scipy.org/,https://docs.scipy.org/doc/scipy/reference/,"https://docs.scipy.org/doc/scipy/tutorial/ , https://docs.scipy.org/doc/scipy/notebooks/interp_transition_guide.html , https://www.tutorialspoint.com/scipy/ "
scipy_tamu,faster,,,
scipy-bundle,"aces, faster",https://bear-apps.bham.ac.uk/applications/2022b/SciPy-bundle/2023.02-gfbf-2022b/,,
scirpy,anvil,,,
scnic,faster,,,
scons,"aces, darwin, faster",https://www.scons.org/,https://scons.org/doc/production/HTML/scons-man.html,"https://scons.org/doc/production/HTML/scons-user/ , https://scons.org/doc/production/HTML/scons-user/ch02.html , https://github.com/SCons/scons/wiki/SconsTutorial1 , https://github.com/SCons/scons/wiki "
score-p,aces,,,
scorep,kyric,https://www.vi-hps.org/projects/score-p,https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/,"https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/quickstart.html , https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/hello_world_8c-example.html , https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/print_regions_8c-example.html , "
scotch,"aces, expanse, faster",https://www.labri.fr/perso/pelegrin/scotch/,https://gitlab.inria.fr/scotch/scotch/tree/master/doc,"https://hal.science/hal-00410327/document , https://drops.dagstuhl.de/storage/16dagstuhl-seminar-proceedings/dsp-vol09061/DagSemProc.09061.9/DagSemProc.09061.9.pdf "
scvelo,anvil,,,
scvi-tools,anvil,,,
sdl,"aces, faster",,,
sdl2,"aces, faster",https://www.libsdl.org/,https://wiki.libsdl.org/SDL2/,"https://wiki.libsdl.org/SDL2/Introduction , https://wiki.libsdl.org/SDL2/Tutorials , https://wiki.libsdl.org/SDL2/FAQs "
sdsc,expanse,,,
seaborn,faster,,,
segalign,anvil,,,
segmentation-models,faster,,,
seidr,anvil,,,
sentencepiece,aces,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece/tree/master/doc,"https://github.com/google/sentencepiece#usage , https://github.com/google/sentencepiece#end-to-end-example , https://github.com/google/sentencepiece/blob/master/doc/experiments.md "
sepp,"anvil, faster",,,
seqcode,anvil,,,
seqkit,anvil,,,
seqyclean,anvil,,,
serf,"aces, faster",https://serf.apache.org/,https://github.com/apache/serf/tree/trunk,https://github.com/apache/serf/blob/trunk/design-guide.txt
settarg,"aces, bridges-2, delta, faster, stampede3",https://lmod.readthedocs.io/en/latest/310_settarg.html,https://github.com/TACC/Lmod/blob/main/MF/settarg.version.lua,https://sea.ucar.edu/sites/default/files/talk.pdf#page=78
setuptools,aces,,,
setuptools-rust,"aces, faster",,,
shadow,kyric,https://shadow.github.io/,https://shadow.github.io/docs/guide/,"https://shadow.github.io/docs/guide/run_shadow_overview.html , https://github.com/shadow/shadow/tree/main/examples "
shap,aces,https://github.com/shap/shap,https://shap.readthedocs.io/en/latest/,"https://github.com/shap/shap#tree-ensemble-example-xgboostlightgbmcatboostscikit-learnpyspark-models , https://shap.readthedocs.io/en/latest/tabular_examples.html , https://github.com/shap/shap/tree/master/notebooks , https://www.kaggle.com/code/dansbecker/shap-values/tutorial , https://christophm.github.io/interpretable-ml-book/shap.html "
shapeit4,anvil,,,
shapeit5,anvil,,,
shapely,"aces, faster",,,
shared,"expanse, ookami",,,
shasta,anvil,,,
shigeifinder,anvil,,,
shorah,anvil,,,
shortstack,anvil,,,
shovill,anvil,,,
sicer,anvil,,,
sicer2,anvil,,,
siesta,"expanse, ookami",https://departments.icmab.es/leem/siesta/,https://siesta-project.org/SIESTA_MATERIAL/Docs/Manuals/siesta-4.1.5.pdf,"https://siesta-project.org/SIESTA_MATERIAL/Docs/Tutorials/index.html , https://personales.unican.es/junqueraj/siesta-tutorial.html , https://personales.unican.es/junqueraj/JavierJunquera_files/Metodos/Theory-session.html , https://personales.unican.es/junqueraj/JavierJunquera_files/Metodos/Hands-on-session.html "
signalp4,anvil,,,
signalp6,anvil,,,
simug,anvil,,,
singlem,anvil,,,
singularity,"darwin, jetstream, kyric, ookami",https://sylabs.io/singularity/,https://docs.sylabs.io/guides/4.1/user-guide/,"https://docs.sylabs.io/guides/4.1/user-guide/quick_start.html , https://sylabs.io/category/how-to/ , https://github.com/sylabs/singularity/tree/main/examples , https://www.youtube.com/watch?v=DA87Ba2dpNM "
singularitypro,expanse,https://sylabs.io/singularity/,https://docs.sylabs.io/guides/4.1/user-guide/,"https://docs.sylabs.io/guides/4.1/user-guide/quick_start.html , https://sylabs.io/category/how-to/ , https://github.com/sylabs/singularity/tree/main/examples , https://www.youtube.com/watch?v=DA87Ba2dpNM "
sionlib,"aces, kyric","https://www.fz-juelich.de/en/ias/jsc/services/user-support/software-tools/sionlib?expand=translations,fzjsettings,nearest-institut",https://apps.fz-juelich.de/jsc/sionlib/docu/current/,"https://apps.fz-juelich.de/jsc/sionlib/docu/current/util_page.html , https://apps.fz-juelich.de/jsc/sionlib/docu/current/examples.html "
sip,faster,,,
ska,anvil,,,
skewer,anvil,,,
sklearn,ookami,,,
slamdunk,anvil,,,
slepc,"aces, expanse, faster",https://slepc.upv.es/,https://slepc.upv.es/documentation/,"https://slepc.upv.es/documentation/slepc.pdf , https://slepc.upv.es/documentation/#video-tutorials , https://slepc.upv.es/handson/ "
slurm,"expanse, ookami",https://slurm.schedmd.com/overview.html,https://slurm.schedmd.com/documentation.html,"https://slurm.schedmd.com/quickstart.html , https://slurm.schedmd.com/pdfs/summary.pdf , https://www.schedmd.com/publications/ "
slurm-env,delta,https://slurm.schedmd.com/overview.html,https://slurm.schedmd.com/documentation.html,"https://slurm.schedmd.com/quickstart.html , https://slurm.schedmd.com/pdfs/summary.pdf , https://www.schedmd.com/publications/ "
smoove,anvil,,,
smrt-link,faster,,,
snakemake,"anvil, faster",https://snakemake.github.io/,https://snakemake.readthedocs.io/en/stable/,"https://snakemake.readthedocs.io/en/stable/#getting-started , https://snakemake.readthedocs.io/en/stable/tutorial/tutorial.html , https://snakemake.readthedocs.io/en/stable/project_info/more_resources.html , https://snakemake.readthedocs.io/en/stable/project_info/faq.html , https://slowkow.com/notes/snakemake-tutorial/ , https://f1000research.com/articles/10-33/v2 "
snap,anvil,,,
snap-aligner,anvil,,,
snappy,"aces, faster",https://google.github.io/snappy/,https://github.com/google/snappy/blob/main/README.md,"https://github.com/google/snappy/blob/main/snappy.h , https://witestlab.poly.edu/~ffund/el9043/snappy.html "
snaptools,anvil,,,
snippy,anvil,,,
snp-dists,anvil,,,
snp-sites,anvil,,,
snpeff,anvil,,,
snpgenie,anvil,,,
snphylo,anvil,,,
snpsift,anvil,,,
soapdenovo2,"anvil, expanse",,,
sortmerna,anvil,,,
souporcell,anvil,https://wheaton5.github.io/projects/souporcell,https://github.com/wheaton5/souporcell,https://demultiplexing-doublet-detecting-docs.readthedocs.io/en/latest/Souporcell.html 
sourmash,anvil,,,
spaceranger,anvil,,,
spack,"faster, ookami",https://spack.io/ ,https://spack.readthedocs.io/en/latest/,"https://spack.io/about/ , https://spack.readthedocs.io/en/latest/getting_started.html , https://spack.readthedocs.io/en/latest/basic_usage.html , https://spack-tutorial.readthedocs.io/en/latest/ "
spacy,aces,https://spacy.io/,https://spacy.io/api,"https://spacy.io/usage/spacy-101 , https://spacy.io/usage , https://spacy.io/api/example , https://course.spacy.io/en/ "
spades,"aces, anvil, bridges-2, expanse, faster",https://github.com/ablab/spades,https://ablab.github.io/spades/,"https://ablab.github.io/spades/getting-started.html , https://github.com/ablab/spades#quick-start , https://github.com/ablab/spades/wiki "
spark,"anvil, bridges-2, expanse, faster",https://spark.apache.org/,https://spark.apache.org/docs/latest/,"https://spark.apache.org/docs/latest/quick-start.html , https://spark.apache.org/examples.html , https://www.tutorialspoint.com/apache_spark/index.htm , https://spark.apache.org/faq.html "
sparsehash,faster,,,
spdlog,ookami,https://github.com/gabime/spdlog,https://github.com/gabime/spdlog/wiki,"https://github.com/gabime/spdlog/wiki/1.-QuickStart , https://github.com/gabime/spdlog#usage-samples , https://github.com/gabime/spdlog/blob/v1.x/example/CMakeLists.txt , https://github.com/gabime/spdlog/blob/v1.x/example/example.cpp "
speedseq,faster,,,
spglib,"aces, faster",https://github.com/spglib/spglib,https://spglib.readthedocs.io/,"https://github.com/spglib/spglib#what-does-spglib-do , https://github.com/spglib/spglib/tree/develop/example "
spglib-python,"aces, faster",https://pypi.org/project/spglib/,https://spglib.readthedocs.io/en/stable/python-interface.html,"https://github.com/spglib/spglib#what-does-spglib-do , https://github.com/spglib/spglib/tree/develop/example "
spice-server,anvil,,,
spoa,faster,,,
sprng,expanse,,,
sprod,anvil,,,
spython,"aces, faster",https://singularityhub.github.io/singularity-cli/,https://singularityhub.github.io/singularity-cli/api/source/spython.main.html,"https://github.com/singularityhub/singularity-cli/tree/master/docs#getting-started , https://singularityhub.github.io/singularity-cli/recipes"
sqlite,"aces, delta, expanse, faster, kyric",https://www.sqlite.org/index.html,https://www.sqlite.org/docs.html,"https://www.sqlite.org/quickstart.html , https://www.sqlitetutorial.net/ , https://www.tutorialspoint.com/sqlite/ , https://www.sqlite.org/quirks.html , https://www.sqlite.org/faq.html , https://sqlite.org/fiddle/index.html "
squashfs,kyric,https://github.com/plougher/squashfs-tools,https://docs.kernel.org/filesystems/squashfs.html,"https://github.com/plougher/squashfs-tools/blob/master/USAGE-4.6 , https://tldp.org/HOWTO/SquashFS-HOWTO/index.html , https://github.com/plougher/squashfs-tools/blob/master/examples/pseudo-file.example "
squashfs-tools,darwin,https://github.com/plougher/squashfs-tools,https://docs.kernel.org/filesystems/squashfs.html,"https://github.com/plougher/squashfs-tools/blob/master/USAGE-4.6 , https://tldp.org/HOWTO/SquashFS-HOWTO/index.html , https://github.com/plougher/squashfs-tools/blob/master/examples/pseudo-file.example "
squeezemeta,anvil,,,
squid,anvil,,,
sra-toolkit,"aces, bridges-2, faster",https://github.com/ncbi/sra-tools,https://github.com/ncbi/sra-tools/wiki,"https://hpc.nih.gov/apps/sratoolkit.html , https://github.com/ncbi/sra-tools/wiki/03.-Quick-Toolkit-Configuration , https://github.com/ncbi/sra-tools/wiki/FAQ "
sra-tools,anvil,https://github.com/ncbi/sra-tools,https://github.com/ncbi/sra-tools/wiki,"https://hpc.nih.gov/apps/sratoolkit.html , https://github.com/ncbi/sra-tools/wiki/03.-Quick-Toolkit-Configuration , https://github.com/ncbi/sra-tools/wiki/FAQ "
sratoolkit,"anvil, expanse",https://github.com/ncbi/sra-tools,https://github.com/ncbi/sra-tools/wiki,"https://hpc.nih.gov/apps/sratoolkit.html , https://github.com/ncbi/sra-tools/wiki/03.-Quick-Toolkit-Configuration , https://github.com/ncbi/sra-tools/wiki/FAQ "
srst2,anvil,,,
stacks,"anvil, expanse, faster",,,
star,"aces, anvil, bridges-2, expanse, faster",https://github.com/alexdobin/STAR,https://github.com/alexdobin/STAR/blob/master/doc/STARmanual.pdf,"https://github.com/alexdobin/STAR/wiki , https://training.galaxyproject.org/training-material/topics/transcriptomics/tutorials/rna-seq-bash-star-align/tutorial.html , https://hbctraining.github.io/Intro-to-rnaseq-hpc-O2/lessons/03_alignment.html "
star-fusion,bridges-2,https://github.com/STAR-Fusion/STAR-Fusion,https://github.com/STAR-Fusion/STAR-Fusion/wiki,"https://github.com/STAR-Fusion/STAR-Fusion/wiki#running-star-fusion , https://github.com/STAR-Fusion/STAR-Fusion-Tutorial/wiki , https://hpc.nih.gov/apps/STAR.html , https://github.com/STAR-Fusion/STAR-Fusion/wiki/STAR-Fusion-FAQ "
staramr,anvil,,,
starfusion,anvil,,,
starpu,aces,,,
stat,delta,,,
stata,darwin,,,
statsmodels,"aces, faster",https://github.com/statsmodels/statsmodels/,https://www.statsmodels.org/stable/,"https://www.statsmodels.org/stable/gettingstarted.html , https://www.statsmodels.org/stable/user-guide.html , https://www.statsmodels.org/stable/examples/ , https://mode.com/python-tutorial/libraries/statsmodels "
strace,faster,,,
stream,anvil,,,
stringdecomposer,anvil,,,
stringtie,"anvil, expanse",,,
strique,anvil,,,
structure,"anvil, faster",,,
strumpack,faster,,,
subread,anvil,,,
subversion,"aces, delta, expanse, faster",https://subversion.apache.org/,https://svnbook.red-bean.com/nightly/en/,"https://subversion.apache.org/quick-start , https://svnbook.red-bean.com/nightly/en/svn.intro.quickstart.html , https://svnbook.red-bean.com/nightly/en/index.html#:~:text=List%20of%20Examples , https://cwiki.apache.org/confluence/display/SVN/ , https://subversion.apache.org/faq.html "
suite-sparse,expanse,https://people.engr.tamu.edu/davis/suitesparse.html,https://github.com/DrTimothyAldenDavis/SuiteSparse#documentation,"https://github.com/DrTimothyAldenDavis/SuiteSparse/tree/dev/Example , https://github.com/DrTimothyAldenDavis/SuiteSparse/blob/dev/SuiteSparse_demo.m "
