Software,RP Name,Software Type,Software Class,Research Area,Research Discipline,Software Description,Software's Web Page,Software Documentation/Link,Example Software Use (link),Area-specific Examples,Containerized Version of Software,RP Documentations for Software,Pathing
scipy_tamu,faster,,,,,,,,,,,,
scipy-bundle,"aces, faster",,,,,SciPy is a collection of mathematical algorithms and convenience functions built on NumPy . It adds significant power to Python by providing the user with high-level commands and classes for manipulating and visualizing data. Description Source:https://docs.scipy.org/doc/scipy-1.8.0/tutorial/general.html,https://scipy.org/,https://docs.scipy.org/doc/scipy/tutorial/index.html#user-guide,,,,,
scirpy,anvil,,,,,,,,,,,,
scnic,faster,,,,,,,,,,,,
scons,"aces, darwin, faster",,,,,"SCons is an Open Source software construction tool. Think of SCons as an improved, cross-platform substitute for the classic Make utility with integrated functionality similar to autoconf/automake and compiler caches such as ccache. In short, SCons is an easier, more reliable and faster way to build software. Description Source:https://scons.org/",https://scons.org/,https://scons.org/documentation.html,,,,,
score-p,aces,,,,,,,,,,,,
scorep,kyric,,,,,"The Score-P measurement infrastructure is a highly scalable and easy-to-use tool suite for profiling, event tracing, and online analysis of HPC applications. Score-P supports analyzing C, C++ and Fortran applications that make use of multi processing (MPI, SHMEM), thread parallelism (OpenMP, PThreads) and accelerators (CUDA, OpenCL, OpenACC) and combinations. It works in combination with Periscope, Scalasca, Vampir, and Tau. Description Source:https://www.vi-hps.org/projects/score-p",https://www.vi-hps.org/projects/score-p,https://docs.olcf.ornl.gov/software/profiling/Scorep.html,,,,,
scotch,"aces, expanse, faster",,,,,"SCOTCH is a software package and libraries for graph, mesh and hypergraph partitioning, static mapping, and sparse matrix block ordering. Its purpose of Scotch is to apply graph theory, with a divide and conquer approach, to scientific computing problems such as graph and mesh partitioning, static mapping, and sparse matrix ordering, in application domains ranging from structural mechanics to operating systems or bio-chemistry. The SCOTCH distribution is a set of programs and libraries which implement the static mapping and sparse matrix reordering algorithms developed within the SCOTCH project. Description Source:https://packages.gentoo.org/packages/sci-libs/scotch",https://www.labri.fr/perso/pelegrin/scotch/,https://gitlab.inria.fr/scotch/scotch,,,,,
scvelo,anvil,,,,,,,,,,,,
scvi-tools,anvil,,,,,,,,,,,,
sdl,"aces, faster",,,,,,,,,,,,
sdl2,"aces, faster",,,,,"Simple DirectMedia Layer is a cross-platform development library designed to provide low level access to audio, keyboard, mouse, joystick, and graphics hardware via OpenGL and Direct3D. Description Source:https://www.libsdl.org/",https://www.libsdl.org/,https://wiki.libsdl.org/SDL2/FrontPage,,,,,
sdsc,expanse,,,,,,,,,,,,
seaborn,faster,,,,,,,,,,,,
segalign,anvil,,,,,,,,,,,,
segmentation-models,faster,,,,,,,,,,,,
seidr,anvil,,,,,,,,,,,,
sentencepiece,aces,,,,,"SentencePiece is an unsupervised text tokenizer and detokenizer mainly for Neural Network-based text generation systems where the vocabulary size is predetermined prior to the neural model training. SentencePiece implements subword units (e.g., byte-pair-encoding (BPE) [Sennrich et al.]) and unigram language model [Kudo.]) with the extension of direct training from raw sentences. Description Source:https://github.com/google/sentencepiece",https://github.com/google/sentencepiece,https://github.com/google/sentencepiece/blob/master/doc/api.md,,,,,
sepp,"anvil, faster",,,,,,,,,,,,
seqcode,anvil,,,,,,,,,,,,
seqkit,anvil,,,,,,,,,,,,
seqyclean,anvil,,,,,,,,,,,,
serf,"aces, faster",,,,,The serf library is a high performance C-based HTTP client library built upon the Apache Portable Runtime (APR) library. Description Source:https://serf.apache.org/,https://serf.apache.org/,https://serf.apache.org/abi/timeline/serf/index.html,,,,,
settarg,"aces, bridges, delta, faster, stampede3",,,,,The settarg module works with Lmod to help developers manage their compiled software projects. It does so by making it easy to switch between optimized or debug builds; change compiler or other modules; and let the build system know about the changes. The secret of settarg is that it consolidates the state of a build into one environment variable called $TARG. Description Source:https://lmod.readthedocs.io/en/latest/310_settarg.html,https://lmod.readthedocs.io/en/latest/310_settarg.html,https://lmod.readthedocs.io/en/latest/310_settarg.html,,,,,
setuptools,aces,,,,,,,,,,,,
setuptools-rust,"aces, faster",,,,,,,,,,,,
shadow,kyric,,,,,"Shadow is a network simulation tool used for modeling, testing, and analyzing complex network infrastructures and protocols. It allows researchers and network engineers to emulate various network scenarios, evaluate performance, and study the behavior of networks under different conditions.",,,,,,,
shap,aces,,,,,SHAP (SHapley Additive exPlanations) is a game theoretic approach to explain the output of any machine learning model. It connects optimal credit allocation with local explanations using the classic Shapley values from game theory and their related extensions. Description Source:https://shap.readthedocs.io/en/latest/,https://github.com/shap/shap,https://shap.readthedocs.io/en/latest/,,,,,
shapeit4,anvil,,,,,,,,,,,,
shapeit5,anvil,,,,,,,,,,,,
shapely,"aces, faster",,,,,,,,,,,,
shared,"expanse, ookami",,,,,,,,,,,,
shasta,anvil,,,,,,,,,,,,
shigeifinder,anvil,,,,,,,,,,,,
shorah,anvil,,,,,,,,,,,,
shortstack,anvil,,,,,,,,,,,,
shovill,anvil,,,,,,,,,,,,
sicer,anvil,,,,,,,,,,,,
sicer2,anvil,,,,,,,,,,,,
siesta,"expanse, ookami",,,,,"SIESTA (Spanish Initiative for Electronic Simulations with Thousands of Atoms) is both a method and its computer program implementation (Fortran 95), to perform efficient electronic structure calculations and ab initio molecular dynamics simulations of molecules and solids. Description Source:https://www.simuneatomistics.com/products/siesta-code/",https://departments.icmab.es/leem/siesta/,https://departments.icmab.es/leem/siesta/Documentation/index.html,,,,,
signalp4,anvil,,,,,,,,,,,,
signalp6,anvil,,,,,,,,,,,,
simug,anvil,,,,,,,,,,,,
singlem,anvil,,,,,,,,,,,,
singularity,"darwin, jetstream, kyric, ookami",service,Container,,,"Apptainer, formerly known as Singularity, is an open-source container platform designed to create portable and reproducible environments for scientific computing. It allows users to package applications, their dependencies, and data in a single container that can be run consistently across different computing environments. Description Source:https://apptainer.org/",https://apptainer.org/,https://apptainer.org/documentation/,,,,DARWIN: https://docs.hpc.udel.edu/software/singularity/singularity,
singularitypro,expanse,,,,,"Singularity is a widely-adopted open source container platform that implements a unique security model to mitigate privilege escalation risks, and provides a format to capture a complete application environment into a single file. Sylabs provides licensing for SingularityPRO, enterprise level support, professional services, cloud functionality, and value-added plugins for Singularity container platform. Description Source:https://sylabs.io/singularity-pro/",https://sylabs.io/singularity-pro/,https://apptainer.org/user-docs/master/,,,,,
sionlib,"aces, kyric",,,,,SIONlib is a library for writing and reading binary data to/from several thousands of processors into one or a small number of physical files. For parallel access to files only the open and close functions are collective while writing and reading file can be done asynchronously. Description Source:https://apps.fz-juelich.de/jsc/sionlib/docu/index.html,"https://www.fz-juelich.de/en/ias/jsc/services/user-support/software-tools/sionlib?expand=translations,fzjsettings,nearest-institut",https://apps.fz-juelich.de/jsc/sionlib/docu/index.html,,,,,
sip,faster,,,,,,,,,,,,
ska,anvil,,,,,,,,,,,,
skewer,anvil,,,,,,,,,,,,
sklearn,ookami,,,,,,,,,,,,
slamdunk,anvil,,,,,,,,,,,,
slepc,"aces, expanse, faster",,,,,"SLEPc (Scalable Library for Eigenvalue Problem Computations) is a software library for the solution of large scale sparse eigenvalue problems on parallel computers. It is an extension of PETSc and can be used for linear eigenvalue problems in either standard or generalized form, with real or complex arithmetic. Description Source:https://slepc.upv.es/",https://slepc.upv.es/,https://slepc.upv.es/documentation/,,,,,
slurm,"expanse, ookami",,Scheduler,,,"Slurm is an open-source cluster resource management and job scheduling system that strives to be simple, scalable, portable, fault-tolerant, and interconnect agnostic. Slurm currently has been tested only under Linux. Description Source:https://github.com/SchedMD/slurm",https://slurm.schedmd.com/,https://slurm.schedmd.com/documentation.html,,,,,
slurm-env,delta,,,,,"When a job scheduled by Slurm starts, it needs to know certain things about how it was scheduled, etc. E.g., what is it's working directory, or what nodes were allocated for it. Slurm passes this information to the job via environmental variables. In addition to being available to your job, these are also used by programs like mpirun to default values. This way, something like mpirun already knows how many tasks to start and on which nodes, without you needing to pass this information explicitly. Description Source:https://hpcc.umd.edu/hpcc/help/slurmenv.html",https://slurm.schedmd.com/,https://slurm.schedmd.com/sbatch.html,,,,,
smoove,anvil,,,,,,,,,,,,
smrt-link,faster,,,,,,,,,,,,
snakemake,"anvil, faster",,,,,"The Snakemake workflow management system is a tool to create reproducible and scalable data analyses. Workflows are described via a human readable, Python based language. Description Source:https://snakemake.readthedocs.io/en/stable/",https://snakemake.github.io/,https://snakemake.readthedocs.io/en/stable/,,,,,
snap,anvil,,,,,,,,,,,,
snap-aligner,anvil,,,,,,,,,,,,
snappy,"aces, faster",,,,,"Snappy is a compression/decompression library. It does not aim for maximum compression, or compatibility with any other compression library; instead, it aims for very high speeds and reasonable compression. Description Source:https://github.com/google/snappy",https://github.com/google/snappy,https://github.com/google/snappy/blob/main/docs/README.md,,,,,
snaptools,anvil,,,,,,,,,,,,
snippy,anvil,,,,,,,,,,,,
snp-dists,anvil,,,,,,,,,,,,
snp-sites,anvil,,,,,,,,,,,,
snpeff,anvil,,,,,,,,,,,,
snpgenie,anvil,,,,,,,,,,,,
snphylo,anvil,,,,,,,,,,,,
snpsift,anvil,,,,,,,,,,,,
soapdenovo2,"anvil, expanse",,,,,,,,,,,,
sortmerna,anvil,,,,,,,,,,,,
souporcell,anvil,,,,,souporcell is a method for clustering mixed-genotype scRNAseq experiments by individual. Description Source:https://github.com/wheaton5/souporcell,https://github.com/wheaton5/souporcell,https://github.com/wheaton5/souporcell?tab=readme-ov-file#readme,,,,,
sourmash,anvil,,,,,,,,,,,,
spaceranger,anvil,,,,,,,,,,,,
spack,"faster, ookami",,Software repo,,,"Spack is a package manager for supercomputers, Linux, and macOS. It makes installing scientific software easy. Spack isn’t tied to a particular language; you can build a software stack in Python or R, link to libraries written in C, C++, or Fortran, and easily swap compilers or target specific microarchitectures. Description Source:https://spack.io/",https://spack.io/,https://spack.readthedocs.io/en/latest/,,,,,
spacy,aces,Library,,,,"spaCy is a free, open-source library for advanced Natural Language Processing (NLP) in Python. Description Source:https://spacy.io/usage/spacy-101#whats-spacy",https://spacy.io/,https://spacy.io/api/doc,,,,,
spades,"aces, anvil, bridges, expanse, faster",,,,,SPAdes is a genome assembly software that is specifically designed for single-cell and multi-cell bacterial sequencing data. It uses a combination of de Bruijn graph algorithms and error correction methods to construct accurate genome sequences.,,,,,,,
spark,"anvil, bridges, expanse, faster",,,,,"Apache Spark is an open-source, distributed computing system designed for big data processing and analytics. It provides an easy-to-use programming interface for scalable data processing, machine learning, and real-time analytics across clustered environments.",,,,,,,
sparsehash,faster,,,,,,,,,,,,
spdlog,ookami,,,,,"spdlog is a fast, header-only logging library for C++. It provides efficient logging capabilities with various features like thread safety, asynchronous logging, and log rotation. spdlog is designed for high-performance logging needs while maintaining simplicity and ease of use.",,,,,,,
speedseq,faster,,,,,,,,,,,,
spglib,"aces, faster",Library,,,,"Spglib is a library for finding and handling crystal symmetries written in C. There are the python, fortran, rust, and ruby interfaces. Description Source:https://spglib.readthedocs.io/en/stable/",https://github.com/spglib/spglib,https://spglib.readthedocs.io/,,,,,
spglib-python,"aces, faster",,,,,Spglib-Python is a package of Python bindings for Spglib. Description Source:https://pypi.org/project/spglib/,https://pypi.org/project/spglib/,https://spglib.readthedocs.io/en/stable/python-interface.html,,,,,
spice-server,anvil,,,,,,,,,,,,
spoa,faster,,,,,,,,,,,,
sprng,expanse,,,,,,,,,,,,
sprod,anvil,,,,,,,,,,,,
spython,"aces, faster",,,,,Singularity Python is a Python API to work with the Singularity open source software. Description Source:https://singularityhub.github.io/singularity-cli/,https://github.com/singularityhub/singularity-cli,https://singularityhub.github.io/singularity-cli/api/source/spython.main.html,,,,,
sqlite,"aces, delta, expanse, faster, kyric",,,,,"SQLite is a C-language library that implements a small, fast, self-contained, high-reliability, full-featured, SQL database engine. Description Source:https://www.sqlite.org/",https://www.sqlite.org/,https://www.sqlite.org/docs.html,,,,,
squashfs,kyric,,,,,"SquashFS is a compressed read-only filesystem with built-in compression providing space-efficient storage. It is commonly used in embedded systems, live CDs, and Linux distributions to compress filesystem images and reduce storage space requirements while maintaining efficient access to files.",,,,,,,
squashfs-tools,darwin,,,,,,,,,,,,
squeezemeta,anvil,,,,,,,,,,,,
squid,anvil,,,,,,,,,,,,
sra-toolkit,"aces, bridges, faster",,Bioinformatics,Sciences,Biology,The SRA Toolkit and SDK from NCBI is a collection of tools and libraries for using data in the INSDC Sequence Read Archives. Description Source:https://github.com/ncbi/sra-tools,https://github.com/ncbi/sra-tools,https://github.com/ncbi/sra-tools/wiki,,,,,
sra-tools,anvil,,Bioinformatics,Sciences,Biology,,,,,,,,
sratoolkit,"anvil, expanse",,Bioinformatics,Sciences,Biology,,,,,,,,
srst2,anvil,,,,,,,,,,,,
stacks,"anvil, expanse, faster",,,,,,,,,,,,
star,"aces, anvil, bridges, expanse, faster",,Bioinformatics,Sciences,Biology,"STAR (Spliced Transcripts Alignment to a Reference) is a fast and highly accurate RNA sequencing read mapper. It aligns RNA-Seq reads to a reference genome or transcriptome, enabling comprehensive analysis of gene expression and alternative splicing.",https://github.com/alexdobin/STAR,https://github.com/alexdobin/STAR,,,,,
star-fusion,bridges,,Bioinformatics,Sciences,Biology,"STAR-Fusion is a software tool that identifies fusion genes from RNA sequencing data. It integrates the efficient read aligner STAR with comprehensive fusion detection algorithms, providing accurate identification of gene fusions in transcriptomic analysis.",https://github.com/STAR-Fusion/STAR-Fusion/wiki,https://github.com/FusionInspector/FusionInspector/wiki,,,,,
staramr,anvil,,,,,,,,,,,,
starfusion,anvil,,,,,,,,,,,,
starpu,aces,,,,,,,,,,,,
stat,delta,,,,,,,,,,,,
stata,darwin,,,,,,,,,,,,
statsmodels,"aces, faster",,,,,"statsmodels is a Python module that provides classes and functions for the estimation of many different statistical models, as well as for conducting statistical tests, and statistical data exploration. An extensive list of result statistics are available for each estimator. The results are tested against existing statistical packages to ensure that they are correct. Description Source:https://www.statsmodels.org/stable/index.html",https://github.com/statsmodels/statsmodels/,https://www.statsmodels.org/stable/user-guide.html,,,,,
strace,faster,,,,,,,,,,,,
stream,anvil,,,,,,,,,,,,
stringdecomposer,anvil,,,,,,,,,,,,
stringtie,"anvil, expanse",,,,,,,,,,,,
strique,anvil,,,,,,,,,,,,
structure,"anvil, faster",,,,,,,,,,,,
strumpack,faster,,,,,,,,,,,,
subread,anvil,,,,,,,,,,,,
subversion,"aces, delta, expanse, faster",,,,,Subversion is an open source version control system. Description Source:https://subversion.apache.org/,https://subversion.apache.org/,https://subversion.apache.org/docs/,,,,,
suite-sparse,expanse,,,,,,,,,,,,
suitesparse,"aces, faster",,,,,"SuiteSparse is a suite of sparse matrix software libraries developed primarily by Tim Davis. It includes a collection of libraries and tools for solving sparse linear systems, eigenvalue problems, and various matrix computations. SuiteSparse is commonly used in scientific computing and engineering applications.",,,,,,,
sundials,"aces, faster",,,,,"SUNDIALS (SUite of Nonlinear and DIfferential/ALgebraic equation Solvers) is a software suite of robust numerical solvers for ordinary differential equations (ODEs) and differential-algebraic equations (DAEs). It consists of various packages like CVODE, IDA, and ARKODE, offering efficient solutions for time-dependent simulations and mathematical modeling.",,,,,,,
superlu,expanse,,Scientific Library,,,"SuperLU is a high-performance library for solving large, sparse linear systems of equations using direct methods. It provides efficient implementations of direct solvers for various classes of sparse matrices, making it valuable for scientific simulations, engineering applications, and numerical computations.",,,,,,,
superlu_dist,"aces, faster",Library,Scientific Library,,,"SuperLU is a general purpose library for the direct solution of large, sparse, nonsymmetric systems of linear equations on high performance machines. It supports both real and complex datatypes, both single and double precision, and 64-bit integer indexing. Description Source:https://portal.nersc.gov/project/sparse/superlu/superlu_code_html/index.html",https://portal.nersc.gov/project/sparse/superlu/,https://portal.nersc.gov/project/sparse/superlu/superlu_code_html/index.html,,,,,
superlu-dist,expanse,,Scientific Library,,,,,,,,,,
survivor,anvil,,,,,,,,,,,,
svaba,anvil,,,,,,,,,,,,
svtools,anvil,,,,,,,,,,,,
svtyper,"anvil, faster",,,,,,,,,,,,
swat,anvil,,,,,,,,,,,,
swig,"aces, anvil, faster, stampede3",Toolkit,,,,SWIG (Simplified Wrapper and Interface Generator) is a software development tool for building scripting language interfaces to C and C++ programs. SWIG simplifies development by largely automating the task of scripting language integration--allowing developers and users to focus on more important problems. Description Source:https://www.swig.org/Doc4.2/SWIGDocumentation.html,https://www.swig.org/,https://www.swig.org/doc.html,,,,,
sympy,"aces, faster",,,,,,,,,,,,
synthcity,aces,Library,,,,"Synthcity is a library for generating and evaluating synthetic tabular data for privacy, fairness and data augmentation. Description Source:https://github.com/vanderschaarlab/synthcity",https://github.com/vanderschaarlab/synthcity,https://synthcity.readthedocs.io/en/latest/,,,,,
syri,anvil,,,,,,,,,,,,
sz,faster,,,,,,,,,,,,
sz3,faster,,,,,,,,,,,,
szip,"aces, darwin, faster",,Utilities,,,"Szip is compression software, providing lossless compression of scientific data. Szip is reported to provide fast and effective compression, specifically for the EOS data generated by the NASA Earth Observatory System. The primary gain with Szip compression is in speed of processing. Szip also provides some advantage in compression ratio over other compression methods. Description Source:https://support.hdfgroup.org/doc_resource/SZIP/",https://support.hdfgroup.org/doc_resource/SZIP/,https://apolo-docs.readthedocs.io/en/latest/software/scientific_libraries/Szip/Szip-2.1.1/index.html,,,,,
t-coffee,anvil,,,,,,,,,,,,
tabix,expanse,,,,,"Tabix is a tool and file format for indexing and querying large tab-delimited text files like genomic variants in Variant Call Format (VCF). It enables fast retrieval of genomic intervals and regions from indexed files, allowing efficient access to specific data entries without loading entire files into memory.",,,,,,,
tacc,stampede3,,,,,,,,,,,,
tacc-apptainer,stampede3,applicaiton,container,,,"Apptainer, formerly known as Singularity, is an open-source container platform designed to create portable and reproducible environments for scientific computing. It allows users to package applications, their dependencies, and data in a single container that can be run consistently across different computing environments. Description Source:https://apptainer.org/",https://apptainer.org/,https://containers-at-tacc.readthedocs.io/en/latest/singularity/01.singularity_basics.html,,,,,
taichi,faster,,,,,,,,,,,,
talon,anvil,,,,,,,,,,,,
tar,kyric,,Utilitles,,,"tar is a command-line utility used for archiving files and directories on Unix-based systems. It allows bundling multiple files and directories into a single archive file, often compressed using utilities like gzip or bzip2. tar is commonly used for backup, data transfer, and file compression tasks.",,,,,,,
targetp,anvil,,,,,,,,,,,,
tassel,anvil,,,,,,,,,,,,
tau,"darwin, expanse, kyric, ookami",,,,,"TAU (Tuning and Analysis Utilities) is a performance analysis toolkit for measuring and diagnosing performance characteristics of parallel programs. It provides profiling, tracing, and visualization tools to optimize the performance of parallel applications across various platforms.",,,,,,DARWIN: https://docs.hpc.udel.edu/software/tau,
taxonkit,anvil,,,,,,,,,,,,
tbb,"aces, faster, kyric",,,,,"The Intel Threading Building Blocks (TBB) is a C++ library for parallel programming that enables developers to create multi-threaded applications efficiently. It offers high-level constructs for parallelism, task-based programming, and workload distribution, simplifying the development of scalable and performance-oriented applications.",,,,,,,
tbb32,kyric,,,,,,,,,,,,
tcl,"aces, anvil, delta, expanse, faster",,,,,"Tcl (Tool Command Language) is a powerful dynamic programming language suitable for a wide range of uses, including web and desktop applications, networking, administration, and testing. Description Source:https://www.tcl.tk/",https://www.tcl.tk/,https://www.tcl.tk/man/tcl9.0/,,,,,
tclap,faster,,,,,,,,,,,,
tcltk,darwin,,,,,,,,,,,,
tcsh,"aces, faster",,,,,"tcsh is an enhanced version of the C shell (csh) with interactive command-line features for Unix-based systems. It provides a powerful shell with scripting capabilities, line editing, and command history functionalities. tcsh is known for its robust scripting language and interactive shell environment.",,,,,,,
template,ookami,,,,,,,,,,,,
tensorboard,"aces, faster",,AI/ML,,,"TensorBoard is a visualization toolkit provided with TensorFlow for monitoring and visualizing various aspects of machine learning models and data. It offers interactive dashboards for tracking training metrics, visualizing computational graphs, and analyzing model performance and behavior.",https://github.com/tensorflow/tensorboard?tab=readme-ov-file,https://github.com/tensorflow/tensorboard?tab=readme-ov-file,,,,,
tensorboardx,"aces, faster",,AI/ML,,,"TensorboardX is a PyTorch library that enables visualization of PyTorch models and data using TensorBoard. It allows users to log PyTorch models, metrics, gradients, and other data for visualization and monitoring in TensorBoard, enhancing the debugging and optimization process in deep learning experiments.",https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,,,,,
tensorflow,"aces, anvil, darwin, faster",Library,AI/ML,,,"TensorFlow is an open-source machine learning framework developed by the Google Brain team. It provides a comprehensive, flexible ecosystem of tools, libraries, and community resources that enables researchers and developers to build and deploy machine learning-powered applications easily.",https://www.tensorflow.org/,https://www.tensorflow.org/guide,,,,DARWIN: https://docs.hpc.udel.edu/software/tensorflow/tensorflow,
tensorflow-probability,"aces, faster",,,,,,,,,,,,
tensorrt,"aces, faster",,,,,"TensorRT is an inference optimization toolkit developed by NVIDIA for high-performance deep learning inference. It allows developers to optimize and deploy deep neural networks on NVIDIA GPUs, achieving faster inference speeds and lower latency for real-time applications.",https://developer.nvidia.com/tensorrt,https://docs.nvidia.com/deeplearning/tensorrt/developer-guide/index.html#python_example_unsupported,,,,,
tesseract,aces,,,,,"Tesseract is an open-source OCR (Optical Character Recognition) engine originally developed by HP. It is widely used for recognizing and extracting text from images, supporting various languages and file formats. Tesseract provides accurate text recognition capabilities for diverse OCR applications.",https://github.com/tesseract-ocr/tesseract?tab=readme-ov-file#tesseract-ocr,https://tesseract-ocr.github.io/tessdoc/,,,,,
tetranscripts,anvil,,,,,,,,,,,,
texlive,"aces, anvil, darwin, ookami",,,,,"TeX Live is a comprehensive TeX and LaTeX distribution that provides an extensive collection of TeX-related programs, fonts, and macro packages. It offers a cross-platform TeX system for typesetting documents, mathematical formulas, publications, and other text-heavy content, widely used in academia, publishing, and science.",,,,,,,
tfold,darwin,,,,,,,,,,,,
theano,"aces, faster",,,,,"Theano is an open-source numerical computation library for deep learning research, development, and deployment. It allows users to define, optimize, and evaluate mathematical expressions involving multi-dimensional arrays efficiently, making it popular for building and training neural networks.",,,,,,,
thermo-calc,faster,,,,,,,,,,,,
tiara,anvil,,,,,,,,,,,,
tiff,"aces, faster",,,,,,,,,,,,
tiger,bridges,,,,,TIGER (Topological Information Gathering for Evaluation and Ranking) is a software tool designed for analyzing and ranking network topologies. It evaluates various network characteristics and provides insights into the structural properties of complex networks.,https://github.com/sandialabs/TIGER,https://github.com/sandialabs/TIGER,,,,,
tigmint,anvil,,,,,,,,,,,,
time,"aces, delta, faster",,,,,,,,,,,,
tinker-hp,delta,,,,,,,,,,,,
tk,"aces, anvil, delta, faster",,,,,Tk is a graphical user interface toolkit that takes developing desktop applications to a higher level than conventional approaches.,https://www.tcl.tk,https://www.tcl.tk/doc/,,,,,
tkinter,"aces, faster",,,,,"Tkinter is the standard GUI toolkit for Python, providing a set of tools for creating graphical user interfaces and windows applications. It is easy to use, customizable, and comes built-in with Python, allowing developers to create interactive applications with visual elements.",,,,,,,
tmux,aces,,Utilities,,,tmux is a terminal multiplexer that allows users to create multiple terminal sessions in a single window. It enables users to work on multiple tasks simultaneously and disconnect from sessions without losing work.,https://github.com/tmux/tmux/?tab=readme-ov-file,https://github.com/tmux/tmux/?tab=readme-ov-file#documentation,,,,,
tobias,anvil,,,,,,,,,,,,
tombo,anvil,,,,,,,,,,,,
tomli,faster,,,,,,,,,,,,
tophat,anvil,,,,,,,,,,,,
torchani,anvil,,,,,,,,,,,,
torchinfo,faster,,,,,,,,,,,,
torchsampler,aces,,,,,"torchsampler is a library that provides various data samplers for PyTorch, a popular deep learning framework. It offers efficient ways to sample data for training deep learning models.",,,,,,,
torchtext,aces,,,,,torchtext is a library in PyTorch that simplifies the process of loading and preprocessing textual data for natural language processing (NLP) tasks. It provides various functionalities to handle text data efficiently.,https://github.com/pytorch/text?tab=readme-ov-file#torchtext,https://github.com/pytorch/text?tab=readme-ov-file#documentation,,,,,
torchvision,"aces, faster",,,,,"torchvision is a PyTorch library that provides computer vision utilities and pre-trained models for deep learning-based image processing tasks. It offers various tools for data loading, transformation, and model architecture specifically designed for computer vision applications.",https://github.com/pytorch/vision?tab=readme-ov-file#torchvision,https://github.com/pytorch/vision?tab=readme-ov-file#documentation,,,,,
tornado,aces,,,,,,,,,,,,
totalview,anvil,,"Debugger, Profiler",,,TotalView is a scalable and interactive debugger for parallel and high-performance computing (HPC) applications. It provides advanced debugging features to help developers analyze and optimize the performance of parallel programs running on clusters or supercomputers.,,,,,,,
tpmcalculator,anvil,,,,,,,,,,,,
tqdm,"aces, faster",,,,,"tqdm is a fast, extensible progress bar library for Python and command line applications. It provides a simple and customizable way to visualize the progress of iterative tasks, making it easier for users to track the execution of loops and tasks.",,,,,,,
transabyss,anvil,,,,,,,,,,,,
transdecoder,anvil,,,,,,,,,,,,
transformers,faster,,,,,,,,,,,,
transrate,anvil,,,,,,,,,,,,
transvar,anvil,,,,,,,,,,,,
trax,anvil,,,,,,,,,,,,
treetime,anvil,,,,,,,,,,,,
trilinos,"aces, stampede3",,Bioinformatics,Sciences,Biology,"Trilinos is an open-source collection of scientific computing libraries designed to support the development and deployment of scalable and high-performance computational software. It offers a wide range of solvers, linear algebra routines, and parallel computing capabilities for various scientific and engineering applications.",https://github.com/trilinos/Trilinos?tab=readme-ov-file#trilinos,https://github.com/trilinos/Trilinos?tab=readme-ov-file#documentation,,,,,
trim_galore,"aces, faster",,Bioinformatics,Sciences,Biology,The TRIM (Thermal Radiation Interaction Model) software is used in computational fluid dynamics (CFD) simulations to accurately model thermal radiation exchanges within fluid flows. TRIM helps in studying the impact of thermal radiation on heat transfer and temperature distribution in various engineering applications.,,,,,,,
trim-galore,anvil,,,,,,,,,,,,
trimal,"anvil, faster",,,,,,,,,,,,
trimmomatic,"anvil, bridges, expanse",,Bioinformatics,Sciences,Biology,"Trimmomatic is a widely-used tool in bioinformatics for the preprocessing and quality control of high-throughput sequencing data, such as those from next-generation sequencing platforms. It offers various functions to remove adapters, trim low-quality reads, and filter sequences based on user-defined parameters.",,,,,,,
trinity,"anvil, bridges, expanse",,Bioinformatics,Sciences,Biology,"Trinity is a software tool used for de novo transcriptome assembly from RNA-Seq data. It is designed to reconstruct full-length transcripts and address the challenges of assembling transcriptomes without a reference genome, contributing to gene expression and functional analysis.",https://github.com/trinityrnaseq/trinityrnaseq/wiki,https://github.com/trinityrnaseq/trinityrnaseq/wiki#quick-guide-for-the-impatient,,,,,
trinotate,anvil,,,,,,,,,,,,
trnascan-se,"anvil, bridges",,Bioinformatics,Sciences,Biology,"tRNAscan-SE is a widely used software tool for the identification of transfer RNA (tRNA) genes in genomic sequences. It utilizes covariance models to predict tRNA structures and gene locations, providing valuable insights into tRNA biology and facilitating genomic annotation.",,,,,,,
trtools,anvil,,,,,,,,,,,,
trust4,anvil,,,,,,,,,,,,
trycycler,anvil,,,,,,,,,,,,
twisted,"aces, faster",,,,,,,,,,,,
typing-extensions,"aces, faster",,,,,"typing is a Python standard library module that provides support for type hints and type checking in Python code. It allows developers to specify the expected types of function arguments, return values, and variables to improve code readability and enable static type analysis using tools like mypy.",,,,,,,
ucc,"aces, faster",,,,,"UCC (Unified Cybersecurity Command) is a comprehensive cybersecurity management platform designed to provide centralized security monitoring, incident response, and threat intelligence. It helps organizations streamline their security operations and respond effectively to cyber threats.",,,,,,,
ucc-cuda,"aces, faster",,,,,,,,,,,,
ucsc_genome_toolkit,anvil,,,,,,,,,,,,
ucsctest,faster,,,,,,,,,,,,
ucsctools,faster,,,,,,,,,,,,
ucx,"aces, anvil, bridges, darwin, expanse, faster, kyric, ookami",,,,,"UCX (Unified Communication X) is an open-source communication library designed for high-performance computing (HPC) systems. It provides a unified interface for efficient communication between parallel processes on different architectures, optimizing data transfers and enabling scalable performance in various HPC applications.",,,,,,,
ucx-cuda,"aces, faster",,,,,,,,,,,,
udbuild,darwin,,,,,,,,,,,,
