id,software_name,rp_software,description,software_type,software_class,research_area,research_discipline,id,website_links,documents,examples,area_specific,containers,rp_documents
1715,r-survival,expanse,,,,,,1715,,,,,,
1716,r-sys,expanse,,,,,,1716,,,,,,
1717,r-tibble,expanse,,,,,,1717,,,,,,
1718,r-tidyr,expanse,,,,,,1718,,,,,,
1719,r-tidyselect,expanse,,,,,,1719,,,,,,
1720,r-txdb-hsapiens-ucsc-hg19-knowngene,expanse,,,,,,1720,,,,,,
1721,r-utf8,expanse,,,,,,1721,,,,,,
1722,r-vctrs,expanse,,,,,,1722,,,,,,
1723,r-viridis,expanse,,,,,,1723,,,,,,
1724,r-viridislite,expanse,,,,,,1724,,,,,,
1725,r-withr,expanse,,,,,,1725,,,,,,
1726,r-xfun,expanse,,,,,,1726,,,,,,
1727,r-xml,expanse,,,,,,1727,,,,,,
1728,r-xml2,expanse,,,,,,1728,,,,,,
1729,r-xtable,expanse,,,,,,1729,,,,,,
1730,r-xvector,expanse,,,,,,1730,,,,,,
1731,r-yaml,expanse,,,,,,1731,,,,,,
1732,r-zeallot,expanse,,,,,,1732,,,,,,
1733,r-zlibbioc,expanse,,,,,,1733,,,,,,
1734,racon,"anvil, faster",Racon is consensus module for raw de novo DNA assembly of long uncorrected reads.,,,,,1734,,,,,,
1735,ragel,faster,,,,,,1735,,,,,,
1736,ragout,anvil,Ragout is a tool for chromosome-level scaffolding using multiple references.,,,,,1736,,,,,,
1737,ragtag,anvil,Ragtag is a tool for fast reference-guided genome assembly scaffolding.,,,,,1737,,,,,,
1738,randfold,expanse,,,,,,1738,,,,,,
1739,rapidjson,"aces, faster",RapidJSON is a fast JSON parser/generator for C++ with both SAX/DOM style API. Description Source:https://github.com/Tencent/rapidjson/,,,,,1739,https://github.com/Tencent/rapidjson/,https://rapidjson.org/,"https://rapidjson.org/md_doc_tutorial.html , https://rapidjson.org/md_doc_pointer.html#BasicUsage , https://rapidjson.org/md_doc_schema.html#Basic , https://rapidjson.org/md_doc_faq.html ",,,
1740,rapids,aces,RAPIDS is a collection of open source software libraries and APIs that gives you the ability to execute end-to-end data science and analytics pipelines entirely on NVIDIA GPUs using familiar PyData APIs. Description Source:https://rapids.ai/learn-more/#about,,,,,1740,https://rapids.ai/,https://docs.rapids.ai/,"https://docs.rapids.ai/user-guide , https://docs.rapids.ai/visualization ",,,
1741,rapidsai,anvil,RAPIDS is a collection of open source software libraries and APIs that gives you the ability to execute end-to-end data science and analytics pipelines entirely on NVIDIA GPUs using familiar PyData APIs. Description Source:https://rapids.ai/learn-more/#about,,,,,1741,https://rapids.ai/,https://docs.rapids.ai/,"https://docs.rapids.ai/user-guide , https://docs.rapids.ai/visualization ",,,
1742,rapmap,anvil,RapMap is a testing ground for ideas in quasi-mapping and selective alignment.,,,,,1742,,,,,,
1743,rasterio,faster,,,,,,1743,,,,,,
1744,rasusa,anvil,Rasusa: Randomly subsample sequencing reads to a specified coverage.,,,,,1744,,,,,,
1745,raven-assembler,anvil,Raven-assembler is a de novo genome assembler for long uncorrected reads.,,,,,1745,,,,,,
1746,raxml,"anvil, bridges-2, expanse, faster","RAxML-NG is a phylogenetic tree inference tool which uses maximum-likelihood (ML) optimality criterion. Its search heuristic is based on iteratively performing a series of Subtree Pruning and Regrafting (SPR) moves, which allows to quickly navigate to the best-known ML tree. Description Source:https://github.com/amkozlov/raxml-ng",,Bioinformatics,Sciences,Biology,1746,https://cme.h-its.org/exelixis/web/software/raxml/,https://cme.h-its.org/exelixis/resource/download/NewManual.pdf,"https://cme.h-its.org/exelixis/web/software/raxml/hands_on.html , https://cme.h-its.org/exelixis/resource/doc/2011_Rokas_CPMB.pdf ",,,
1747,raxml-ng,"anvil, expanse, faster",Raxml-ng is a phylogenetic tree inference tool which uses maximum-likelihood (ML) optimality criterion.,,,,,1747,https://github.com/amkozlov/raxml-ng,https://github.com/amkozlov/raxml-ng/wiki,,,,
1748,ray-project,"aces, faster",Ray is a fast and simple framework for building and running distributed applications.,,,,,1748,,,,,,
1749,rclone,"bridges-2, darwin, expanse, faster, ookami","Rclone is a command-line program to manage files on cloud storage. It is a feature-rich alternative to cloud vendors' web storage interfaces. Over 70 cloud storage products support rclone including S3 object stores, business & consumer file storage services, as well as standard transfer protocols. Description Source:https://rclone.org/",,Data Transfer,,,1749,https://rclone.org/,https://rclone.org/docs/,"https://rclone.org/docs/#basic-syntax , https://rclone.org/faq/ , https://www.carc.usc.edu/user-information/user-guides/data-management/transferring-files-rclone ",,,
1750,rdflib,"aces, faster","RDFLib is a Python library for working with RDF, a simple yet powerful language for representing information. Description Source:https://github.com/RDFLib/rdflib",,,,,1750,https://rdflib.dev/,https://rdflib.readthedocs.io/en/stable/,"https://rdflib.readthedocs.io/en/stable/gettingstarted.html , https://github.com/RDFLib/rdflib/tree/main/examples ",,,
1751,rdkit,aces,RDKit is a collection of cheminformatics and machine-learning software written in C++ and Python. Description Source:https://github.com/rdkit/rdkit,,,,,1751,https://www.rdkit.org/,https://www.rdkit.org/docs/,"https://www.rdkit.org/docs/GettingStartedInPython.html , https://www.rdkit.org/docs/Cookbook.html , https://www.rdkit.org/docs/Cartridge.html#tutorial , https://github.com/rdkit/rdkit/wiki/FrequentlyAskedQuestions ",,,
1752,re2,"aces, faster","RE2 is a fast, safe, thread-friendly alternative to backtracking regular expression engines like those used in PCRE, Perl, and Python. It is a C++ library. Description Source:https://github.com/google/re2",,,,,1752,https://github.com/google/re2,https://github.com/google/re2/wiki/CplusplusAPI ,"https://github.com/google/re2/wiki/Glossary , http://cran.nexr.com/web/packages/re2r/vignettes/re2r-intro.html , https://github.com/google/re2/blob/main/re2/re2.h , https://support.google.com/a/answer/1371417 ",,,
1753,re2c,"aces, faster","re2c is a free and open-source lexer generator for C/C++, Go and Rust with a focus on generating fast code. It compiles regular expression specifications to deterministic finite automata and encodes them in the form of conditional jumps in the target language. This approach is generally faster than table-based lexers, and the generated code is easier to debug and understand. Description Source:https://re2c.org/",,,,,1753,https://re2c.org/,https://re2c.org/manual/manual_c.html,"https://re2c.org/manual/manual_c.html#introduction , https://re2c.org/examples/c/real_world/example_cxx98.html , https://re2c.org/manual/manual_c.html#more-examples , https://github.com/skvadrik/re2c/tree/master/examples ",,,
1754,readline,"delta, expanse, kyric, ookami","The GNU Readline library provides a set of functions for use by applications that allow users to edit command lines as they are typed in. Both Emacs and vi editing modes are available. The Readline library includes additional functions to maintain a list of previously-entered command lines, to recall and perhaps reedit those lines, and perform csh-like history expansion on previous commands.",,,,,1754,http://www.gnu.org/s/readline/,https://tiswww.case.edu/php/chet/readline/readline.html,"https://tiswww.case.edu/php/chet/readline/readline.html#Introduction-and-Notation , https://tiswww.case.edu/php/chet/readline/readline.html#Sample-Init-File , https://tiswww.case.edu/php/chet/readline/readline.html#A-Readline-Example , https://tiswww.case.edu/php/chet/readline/readline.html#Alternate-Interface-Example , https://tiswww.case.edu/php/chet/readline/readline.html#A-Short-Completion-Example ",,,
1755,readline-devel,ookami,,,,,,1755,,,,,,
1756,reapr,anvil,Reapr is a tool that evaluates the accuracy of a genome assembly using mapped paired end reads.,,,,,1756,,,,,,
1757,rebaler,anvil,Rebaler is a program for conducting reference-based assemblies using long reads.,,,,,1757,,,,,,
1758,reciprocal_smallest_distance,anvil,The reciprocal smallest distance (RSD) algorithm accurately infers orthologs between pairs of genomes by considering global sequence alignment and maximum likelihood evolutionary distance between sequences.,,,,,1758,,,,,,
1759,recycler,anvil,Recycler is a tool designed for extracting circular sequences from de novo assembly graphs.,,,,,1759,,,,,,
1760,redis,"aces, faster","Redis is an open-source, in-memory data store used by millions of developers as a cache, vector database, document database, streaming engine, and message broker. Description Source:https://redis.io/",,,,,1760,https://redis.io/,https://redis.io/docs/,"https://redis.io/docs/latest/get-started/ , https://redis.io/learn , https://redis.io/docs/latest/commands/ , https://www.tutorialspoint.com/redis/index.htm , https://www.youtube.com/watch?v=Hbt56gFj998 ",,,
1761,redis-py,"aces, faster",Redis-Py is the Python interface to the Redis key-value store. Description Source:https://github.com/redis/redis-py,,,,,1761,https://github.com/redis/redis-py,https://redis.readthedocs.io/en/stable/,"https://github.com/redis/redis-py#usage , https://redis.readthedocs.io/en/stable/examples.html ",,,
1762,reframe,aces,ReFrame is a powerful Python framework for writing and running portable regression tests and benchmarks for HPC systems. Description Source:https://github.com/reframe-hpc/reframe,,,,,1762,https://github.com/reframe-hpc/reframe,https://reframe-hpc.readthedocs.io/en/stable/,"https://reframe-hpc.readthedocs.io/en/stable/started.html , https://reframe-hpc.readthedocs.io/en/stable/tutorial.html , https://reframe-hpc.readthedocs.io/en/stable/howto.html ",,,
1763,regtools,anvil,Regtools are tools that integrate DNA-seq and RNA-seq data to help interpret mutations in a regulatory and splicing context.,,,,,1763,,,,,,
1764,relion,"anvil, expanse",RELION (for REgularised LIkelihood OptimisatioN) is a stand-alone computer program for Maximum A Posteriori refinement of (multiple) 3D reconstructions or 2D class averages in cryo-electron microscopy. It is developed in the research group of Sjors Scheres at the MRC Laboratory of Molecular Biology. Description Source:https://github.com/3dem/relion,,,,,1764,https://www3.mrc-lmb.cam.ac.uk/relion/index.php/Main_Page,https://relion.readthedocs.io/en/release-5.0/,"https://relion.readthedocs.io/en/release-5.0/SPA_tutorial/index.html , https://relion.readthedocs.io/en/release-5.0/STA_tutorial/index.html , https://www3.mrc-lmb.cam.ac.uk/relion/index.php/FAQs , https://www3.mrc-lmb.cam.ac.uk/relion/index.php/Recommended_procedures ",,,
1765,remora,stampede3,REMORA (REsource MOnitoring for Remote Applications) provides a simple interface to gather important system utilization data while running on HPC systems. Description Source:https://tacc.utexas.edu/research/tacc-research/remora/,,Utilities,,,1765,https://tacc.utexas.edu/research/tacc-research/remora/,https://docs.tacc.utexas.edu/software/remora/,https://github.com/TACC/remora/wiki/How-to-use,,,
1766,repeatmasker,anvil,RepeatMasker is a program that screens DNA sequences for interspersed repeats and low complexity DNA sequences.,,,,,1766,,,,,,
1767,repeatmodeler,anvil,RepeatModeler is a de novo transposable element (TE) family identification and modeling package.,,,,,1767,,,,,,
1768,repeatscout,anvil,RepeatScout is a tool to discover repetitive substrings in DNA.,,,,,1768,,,,,,
1769,resfinder,anvil,ResFinder identifies acquired antimicrobial resistance genes in total or partial sequenced isolates of bacteria.,,,,,1769,,,,,,
1770,revbayes,anvil,RevBayes -- Bayesian phylogenetic inference using probabilistic graphical models and an interactive language.,,,,,1770,,,,,,
1771,rich,bridges-2,rich-cli is a command line toolbox for fancy output in the terminal.,,,,,1771,,,,,,
1772,rioxarray,faster,,,,,,1772,,,,,,
1773,rising,aces,Rising is a high-performance data loading and augmentation library for 2D and 3D data completely written in PyTorch. Our goal is to provide a seamless integration into the PyTorch Ecosystem without sacrificing usability or features. Description Source:https://rising.readthedocs.io/en/stable/getting_started.html,,,,,1773,https://pypi.org/project/rising/,https://rising.readthedocs.io/en/stable/,"https://rising.readthedocs.io/en/stable/getting_started.html , https://rising.readthedocs.io/en/latest/tutorials.html , https://rising.readthedocs.io/en/stable/getting_started.html#rising-mnist-example-with-cpu-and-gpu-augmentation ",,,
1774,rlwrap,faster,,,,,,1774,,,,,,
1775,rmats,anvil,Rmats is a computational tool to detect differential alternative splicing events from RNA-Seq data.,,,,,1775,https://rnaseq-mats.sourceforge.io/,,,,,
1776,rmats2sashimiplot,anvil,Rmats2sashimiplot produces a sashimiplot visualization of rMATS output.,,,,,1776,,,,,,
1777,rnaindel,anvil,"RNAIndel calls coding indels from tumor RNA-Seq data and classifies them as somatic, germline, and artifactual. RNAIndel supports GRCh38 and 37.",,,,,1777,,,,,,
1778,rnalysis,faster,,,,,,1778,,,,,,
1779,rnapeg,anvil,"RNApeg is an RNA junction calling, correction, and quality-control package.",,,,,1779,,,,,,
1780,rnaquast,anvil,Rnaquast is a quality assessment tool for de novo transcriptome assemblies.,,,,,1780,,,,,,
1781,rnaview,bridges-2,"RNAView identifies base pairs that are formed in nucleic acid structures and classifies them according to the system of Leontis and Westhof. The software presented here was originally described in Yang, H., Jossinet, F., Leontis, N., Chen, L., Westbrook, J., Berman, H.M., Westhof, E. (2003). Description Source:https://github.com/rcsb/RNAView",,,,,1781,https://github.com/rcsb/RNAView,https://github.com/rcsb/RNAView/blob/master/doc/README,https://github.com/rcsb/RNAView#usage,,,
1782,roary,anvil,"Roary is a high speed stand alone pan genome pipeline, which takes annotated assemblies in GFF3 format (produced by Prokka) and calculates the pan genome.",,,,,1782,,,,,,
1783,rocm-cmake,faster,,,,,,1783,,,,,,
1784,rocm-compilersupport,faster,,,,,,1784,,,,,,
1785,rocm-smi,faster,,,,,,1785,,,,,,
1786,rocr-runtime,faster,,,,,,1786,,,,,,
1787,roct-thunk-interface,faster,,,,,,1787,,,,,,
1788,root,"aces, faster","ROOT is a framework for data processing, born at CERN, at the heart of the research on high-energy physics. Every day, thousands of physicists use ROOT applications to analyze their data or to perform simulations. Description Source:https://root.cern/about/",,,,,1788,https://root.cern/,https://root.cern/doc/v630/,"https://root.cern/primer/ , https://root.cern/doc/master/group__Tutorials.html , https://root.cern/tutorials/ , https://root.cern/topical/ ",,,
1789,rsem,"anvil, faster","RSEM is a software package for estimating gene and isoform expression levels from RNA-Seq data. The RSEM package provides an user-friendly interface, supports threads for parallel computation of the EM algorithm, single-end and paired-end read data, quality scores, variable-length reads and RSPD estimation. Description Source:https://github.com/deweylab/RSEM",,Bioinformatics,Sciences,Biology,1789,https://deweylab.github.io/RSEM/,https://deweylab.github.io/RSEM/README.html,"https://github.com/bli25/RSEM_tutorial , https://deweylab.github.io/RSEM/README.html#example-main ",,,
1790,rseqc,anvil,Rseqc is package provides a number of useful modules that can comprehensively evaluate high throughput sequence data especially RNA-seq data.,,,,,1790,,,,,,
1791,rstudio,"anvil, expanse, ookami","RStudio is an integrated development environment (IDE) for the R and Python. It includes a console, syntax-highlighting editor that supports direct code execution, and tools for plotting, history, debugging and workspace management. Description Source:https://posit.co/products/open-source/rstudio/",application,Mathematics,,,1791,https://posit.co/products/open-source/rstudio/,https://docs.posit.co/ide/user/,"https://docs.posit.co/ide/user/ide/get-started/ , https://www.datacamp.com/tutorial/r-studio-tutorial , https://www.youtube.com/watch?v=aCUM4r1ONhg ",,,
1792,ruamel.yaml,faster,,,,,,1792,,,,,,
1793,ruby,"aces, faster","Ruby is a dynamic, open source programming language with a focus on simplicity and productivity. It has an elegant syntax that is natural to read and easy to write. Description Source:https://www.ruby-lang.org/en/",,,,,1793,https://www.ruby-lang.org/en/,https://docs.ruby-lang.org/en/master/,"https://www.ruby-lang.org/en/documentation/quickstart/ , https://www.rubykoans.com/ , https://www.techotopia.com/index.php/Ruby_Essentials , https://pine.fm/LearnToProgram/chap_00.html ",,,
1794,run_dbcan,anvil,Run-dbcan is a standalone tool of http://bcb.unl.edu/dbCAN2/,,,,,1794,,,,,,
1795,rush,anvil,"rush is a tool similar to GNU parallel and gargs. rush borrows some idea from them and has some unique features, e.g., supporting custom defined variables, resuming multi-line commands, more advanced embeded replacement strings.",,,,,1795,,,,,,
1796,rust,"aces, darwin, delta, faster, ookami",Rust is a low-level language that provides direct access to hardware and memory. It's used to write operation systems or microcontroller applications. Rust is well-suited for embedded and bare-metal development. Description Source:https://www.rust-lang.org/,,,,,1796,https://www.rust-lang.org/,https://doc.rust-lang.org/stable/book/,"https://doc.rust-lang.org/stable/book/ch01-00-getting-started.html , https://doc.rust-lang.org/rust-by-example/ , https://rustlings.cool/ , https://exercism.org/tracks/rust ",,,
1797,sage,anvil,Sage is a proteomics search engine - a tool that transforms raw mass spectra from proteomics experiments into peptide identificatons via database searching & spectral matching.,,,,,1797,,,,,,
1798,salmon,"anvil, expanse, faster",Salmon is a tool for quantifying the expression of transcripts using RNA-seq data.,,,,,1798,,,,,,
1799,sambamba,"anvil, faster","Sambamba is a high performance highly parallel robust and fast tool (and library), written in the D programming language, for working with SAM and BAM files.",,,,,1799,,,,,,
1800,samblaster,"anvil, expanse, faster",Samblaster is a tool to mark duplicates and extract discordant and split reads from sam files.,,,,,1800,,,,,,
1801,samclip,anvil,Samclip is a tool to filter SAM file for soft and hard clipped alignments.,,,,,1801,,,,,,
1802,samplot,anvil,"Samplot is a command line tool for rapid, multi-sample structural variant visualization.",,,,,1802,,,,,,
1803,samtools,"aces, anvil, bridges-2, expanse, faster","SAM (Sequence Alignment/Map) format is a generic format for storing large nucleotide sequence alignments. SAM Tools provide various utilities for manipulating alignments in the SAM format, including sorting, merging, indexing and generating alignments in a per-position format. Description Source:https://samtools.sourceforge.net/",,Bioinformatics,Sciences,Biology,1803,https://www.htslib.org/,https://www.htslib.org/doc/samtools.html,"https://www.htslib.org/doc/samtools.html#EXAMPLES , https://github.com/samtools/samtools/tree/develop/examples , https://github.com/samtools/samtools/wiki/FAQ , https://www.htslib.org/doc/#howtos ",,,
1804,sanitizers4hpc,delta,,,,,,1804,,,,,,
1805,sanitytool,stampede3,Sanity Tool includes a group of generic and machine-specific tests that are used to evaluate the correctness of a user's account configurations. Description Source:https://tacc.utexas.edu/research/tacc-research/sanity-tool/,,,,,1805,https://tacc.utexas.edu/research/tacc-research/sanity-tool/,https://github.com/siliu-tacc/sanitytool,https://docs.tacc.utexas.edu/hpc/lonestar6/#using-account-diagnostics,,,
1806,scafacos,"aces, faster",ScaFaCoS is a library of scalable fast coulomb solvers. This is a network project of German research groups working on a unified parallel library for various methods to solve electrostatic (and gravitational) problems in large particle simulations. Description Source:http://www.scafacos.de/,,,,,1806,http://www.scafacos.de/,http://www.scafacos.de/files/pub/libfcs_manual.pdf,https://github.com/scafacos/scafacos/blob/master/examples/fmm_test.F90,,,
1807,scalapack,"aces, bridges-2, darwin, faster, ookami","ScaLAPACK is a library of high-performance linear algebra routines for parallel distributed memory machines. ScaLAPACK solves dense and banded linear systems, least squares problems, eigenvalue problems, and singular value problems. Description Source:https://www.netlib.org/scalapack/",Library,Mathematics,Engineering,Mathematics,1807,https://www.netlib.org/scalapack/scalapack_home.html,https://www.netlib.org/scalapack/slug/,"https://netlib.org/scalapack/slug/node25.html , https://www.netlib.org/scalapack/tutorial/ , https://www.netlib.org/scalapack/examples/ ",,,DARWIN: https://docs.hpc.udel.edu/software/scalapack/scalapack
1808,scalasca,"aces, kyric, ookami",Scalasca is a software tool that supports the performance optimization of parallel programs by measuring and analyzing their runtime behavior. The analysis identifies potential performance bottlenecks – in particular those concerning communication and synchronization – and offers guidance in exploring their causes. Description Source:https://www.scalasca.org/,,,,,1808,https://www.scalasca.org/,https://www.scalasca.org/scalasca/software/scalasca-2.x/documentation.html,"https://apps.fz-juelich.de/scalasca/releases/scalasca/2.6/docs/manual/start.html , https://apps.fz-juelich.de/scalasca/releases/scalasca/2.6/docs/manual/start_workflow.html , https://apps.fz-juelich.de/scalasca/releases/scalasca/2.6/docs/QuickReference.pdf ",,,
1809,scanpy,anvil,Scanpy is a scalable toolkit for analyzing single-cell gene expression data built jointly with anndata.,,,,,1809,,,,,,
1810,scarches,anvil,scArches is a package to integrate newly produced single-cell datasets into integrated reference atlases.,,,,,1810,,,,,,
1811,scgen,anvil,"scGen is a generative model to predict single-cell perturbation response across cell types, studies and species.",,,,,1811,,,,,,
1812,schrodinger,faster,,,,,,1812,,,,,,
1813,scikit-bio,faster,,,,,,1813,,,,,,
1814,scikit-build,"aces, faster",scikit-build is a Python build system for CPython C/C++/Fortran/Cython extensions using CMake. The scikit-build package is fundamentally just glue between the setuptools Python module and CMake. Description Source:https://scikit-build.readthedocs.io/en/latest/,Library,,,,1814,https://github.com/scikit-build/scikit-build,https://scikit-build.readthedocs.io/en/latest/,"https://scikit-build.readthedocs.io/en/latest/usage.html#basic-usage , https://scikit-build.readthedocs.io/en/latest/usage.html#advanced-usage , https://scikit-build.readthedocs.io/en/latest/usage.html#example-of-setup-py-cmakelists-txt-and-pyproject-toml , https://github.com/scikit-build/scikit-build-sample-projects ",,,
1815,scikit-cuda,aces,"scikit-cuda provides Python interfaces to many of the functions in the CUDA device/runtime, CUBLAS, CUFFT, and CUSOLVER libraries distributed as part of NVIDIA’s CUDA Programming Toolkit, as well as interfaces to select functions in the CULA Dense Toolkit. Description Source:https://scikit-cuda.readthedocs.io/en/latest/",Library,,,,1815,https://github.com/lebedov/scikit-cuda,https://scikit-cuda.readthedocs.io/en/latest/,https://github.com/lebedov/scikit-cuda/tree/master/demos,,,
1816,scikit-fda,faster,,,,,,1816,,,,,,
1817,scikit-image,"aces, faster","Scikit-image is an open-source image processing library for Python that provides a collection of algorithms for segmentation, geometric transformations, color space manipulation, analysis, filtering, morphology, and more. It's designed to integrate seamlessly with other Python libraries such as NumPy and SciPy for scientific computing tasks.",Library,,,,1817,https://scikit-image.org/,https://scikit-image.org/docs/stable/,"https://scikit-image.org/docs/stable/user_guide/getting_started.html , https://scikit-image.org/docs/stable/user_guide/tutorials.html , https://scikit-image.org/docs/stable/auto_examples/index.html , https://scikit-image.org/docs/stable/user_guide/ , https://datacarpentry.org/image-processing/ ",,,
1818,scikit-learn,"aces, faster","Scikit-learn is an open-source machine learning library for Python, known for its simplicity and accessibility. It provides a wide range of supervised and unsupervised learning algorithms, as well as tools for model fitting, data preprocessing, model selection, and evaluation.",Library,AI/ML,,,1818,https://scikit-learn.org/stable/,https://scikit-learn.org/stable/user_guide.html,"https://scikit-learn.org/stable/getting_started.html , https://scikit-learn.org/stable/tutorial/index.html , https://scikit-learn.org/stable/auto_examples/index.html , https://github.com/scikit-learn/scikit-learn/wiki ",,,
1819,scipy,faster,SciPy is a collection of mathematical algorithms and convenience functions built on NumPy . It adds significant power to Python by providing the user with high-level commands and classes for manipulating and visualizing data. Description Source:https://docs.scipy.org/doc/scipy-1.8.0/tutorial/general.html,Package,Mathematics,,,1819,https://scipy.org/,https://docs.scipy.org/doc/scipy/reference/,"https://docs.scipy.org/doc/scipy/tutorial/ , https://docs.scipy.org/doc/scipy/notebooks/interp_transition_guide.html , https://www.tutorialspoint.com/scipy/ ",,,
1820,scipy_tamu,faster,,,,,,1820,,,,,,
1821,scipy-bundle,"aces, faster",SciPy is a collection of mathematical algorithms and convenience functions built on NumPy . It adds significant power to Python by providing the user with high-level commands and classes for manipulating and visualizing data. Description Source:https://docs.scipy.org/doc/scipy-1.8.0/tutorial/general.html,,,,,1821,https://bear-apps.bham.ac.uk/applications/2022b/SciPy-bundle/2023.02-gfbf-2022b/,,,,,
1822,scirpy,anvil,"Scirpy is a scalable python-toolkit to analyse T cell receptor (TCR) or B cell receptor (BCR) repertoires from single-cell RNA sequencing (scRNA-seq) data. It seamlessly integrates with the popular scanpy library and provides various modules for data import, analysis and visualization.",,,,,1822,,,,,,
1823,scnic,faster,,,,,,1823,,,,,,
1824,scons,"aces, darwin, faster","SCons is an Open Source software construction tool. Think of SCons as an improved, cross-platform substitute for the classic Make utility with integrated functionality similar to autoconf/automake and compiler caches such as ccache. In short, SCons is an easier, more reliable and faster way to build software. Description Source:https://scons.org/",,,,,1824,https://www.scons.org/,https://scons.org/doc/production/HTML/scons-man.html,"https://scons.org/doc/production/HTML/scons-user/ , https://scons.org/doc/production/HTML/scons-user/ch02.html , https://github.com/SCons/scons/wiki/SconsTutorial1 , https://github.com/SCons/scons/wiki ",,,
1825,score-p,aces,"The Score-P measurement infrastructure is a highly scalable and easy-to-use tool suite for profiling, event tracing, and online analysis of HPC applications.",,,,,1825,,,,,,
1826,scorep,kyric,"The Score-P measurement infrastructure is a highly scalable and easy-to-use tool suite for profiling, event tracing, and online analysis of HPC applications. Score-P supports analyzing C, C++ and Fortran applications that make use of multi processing (MPI, SHMEM), thread parallelism (OpenMP, PThreads) and accelerators (CUDA, OpenCL, OpenACC) and combinations. It works in combination with Periscope, Scalasca, Vampir, and Tau. Description Source:https://www.vi-hps.org/projects/score-p",,,,,1826,https://www.vi-hps.org/projects/score-p,https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/,"https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/quickstart.html , https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/hello_world_8c-example.html , https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/print_regions_8c-example.html , ",,,
1827,scotch,"aces, expanse, faster","SCOTCH is a software package and libraries for graph, mesh and hypergraph partitioning, static mapping, and sparse matrix block ordering. Its purpose of Scotch is to apply graph theory, with a divide and conquer approach, to scientific computing problems such as graph and mesh partitioning, static mapping, and sparse matrix ordering, in application domains ranging from structural mechanics to operating systems or bio-chemistry. The SCOTCH distribution is a set of programs and libraries which implement the static mapping and sparse matrix reordering algorithms developed within the SCOTCH project. Description Source:https://packages.gentoo.org/packages/sci-libs/scotch",,,,,1827,https://www.labri.fr/perso/pelegrin/scotch/,https://gitlab.inria.fr/scotch/scotch/tree/master/doc,"https://hal.science/hal-00410327/document , https://drops.dagstuhl.de/storage/16dagstuhl-seminar-proceedings/dsp-vol09061/DagSemProc.09061.9/DagSemProc.09061.9.pdf ",,,
1828,scvelo,anvil,Scvelo is a scalable toolkit for RNA velocity analysis in single cells.,,,,,1828,,,,,,
1829,scvi-tools,anvil,scvi-tools (single-cell variational inference tools) is a package for end-to-end analysis of single-cell omics data primarily developed and maintained by the Yosef Lab at UC Berkeley.,,,,,1829,,,,,,
1830,sdl,"aces, faster","SDL: Simple DirectMedia Layer, a cross-platform multimedia library",,,,,1830,,,,,,
1831,sdl2,"aces, faster","Simple DirectMedia Layer is a cross-platform development library designed to provide low level access to audio, keyboard, mouse, joystick, and graphics hardware via OpenGL and Direct3D. Description Source:https://www.libsdl.org/",,,,,1831,https://www.libsdl.org/,https://wiki.libsdl.org/SDL2/,"https://wiki.libsdl.org/SDL2/Introduction , https://wiki.libsdl.org/SDL2/Tutorials , https://wiki.libsdl.org/SDL2/FAQs ",,,
1832,sdsc,expanse,,,,,,1832,,,,,,
1833,seaborn,faster,,,,,,1833,,,,,,
1834,segalign,anvil,Segalign is a scalable GPU system for pairwise whole genome alignments based on LASTZ's seed-filter-extend paradigm.,,,,,1834,,,,,,
1835,segmentation-models,faster,,,,,,1835,,,,,,
1836,seidr,anvil,Seidr is community gene network inference and exploration toolkit.,,,,,1836,,,,,,
1837,sentencepiece,aces,"SentencePiece is an unsupervised text tokenizer and detokenizer mainly for Neural Network-based text generation systems where the vocabulary size is predetermined prior to the neural model training. SentencePiece implements subword units (e.g., byte-pair-encoding (BPE) [Sennrich et al.]) and unigram language model [Kudo.]) with the extension of direct training from raw sentences. Description Source:https://github.com/google/sentencepiece",,,,,1837,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece/tree/master/doc,"https://github.com/google/sentencepiece#usage , https://github.com/google/sentencepiece#end-to-end-example , https://github.com/google/sentencepiece/blob/master/doc/experiments.md ",,,
1838,sepp,"anvil, faster",Sepp stands for SATé-Enabled Phylogenetic Placement and addresses the problem of phylogenetic placement for meta-genomic short reads.,,,,,1838,,,,,,
1839,seqcode,anvil,SeqCode is a family of applications designed to develop high-quality images and perform genome-wide calculations from high-throughput sequencing experiments.,,,,,1839,,,,,,
1840,seqkit,anvil,Seqkit is a rapid tool for manipulating fasta and fastq files.,,,,,1840,,,,,,
1841,seqyclean,anvil,Seqyclean is used to pre-process NGS data in order to prepare for downstream analysis.,,,,,1841,,,,,,
1842,serf,"aces, faster",The serf library is a high performance C-based HTTP client library built upon the Apache Portable Runtime (APR) library. Description Source:https://serf.apache.org/,,,,,1842,https://serf.apache.org/,https://github.com/apache/serf/tree/trunk,https://github.com/apache/serf/blob/trunk/design-guide.txt,,,
